title,id,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,year,user_id,items_count,steam_id,playtime_forever,playtime_2weeks
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198035363871,129,76561198035363871,739,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,CHAAANG,78,76561198017794638,157,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198084718144,38,76561198084718144,1404,148
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198070072786,86,76561198070072786,759,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,Chermoil,64,76561198027263304,939,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,Mikinmash,140,76561198033422731,554,6
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198091515229,155,76561198091515229,288,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,Cosmonaut123456789,480,76561198098805637,689,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198074763789,292,76561198074763789,1440,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,damayo,164,76561198040694818,131,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198071716213,127,76561198071716213,1625,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,Derkness,49,76561198073499629,1385,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,Device600,65,76561198088886078,71,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,Clarkos,133,76561198045663497,292,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198054332392,30,76561198054332392,821,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198089131001,121,76561198089131001,276,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198050768829,160,76561198050768829,30,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198075871336,110,76561198075871336,249,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,Glenbluey,296,76561198042491778,1858,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,sunnnnnnnnnnnny,38,76561198013980048,22,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,Grelekzel,116,76561198081369943,1894,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,halofreak61,75,76561198074417910,1840,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198065934504,231,76561198065934504,193,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,Jamessss,102,76561198073940892,0,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,Terencio,95,76561198064959709,130,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,THEHITMONKEY,133,76561198067925526,99,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,mrpoo2,138,76561198045897764,767,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,kaepora0gaebora,34,76561198033947743,742,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,kenny536,356,76561198026475457,0,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198097795611,141,76561198097795611,368,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,neveroddorburnsy,104,76561198058023700,1306,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198044619788,124,76561198044619788,1387,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,LaughingRobot,686,76561198047296721,64,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198062039159,164,76561198062039159,787,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198062039159,164,76561198062039159,787,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198062039159,164,76561198062039159,787,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198062039159,164,76561198062039159,787,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,lordtouchme,83,76561198067281209,538,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,Achronax,41,76561198065040968,1064,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198042164186,209,76561198042164186,358,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,matrimredhand,623,76561198007828742,0,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,Mattthacool,53,76561198141411771,58,58
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,pretentiouswutangratz,208,76561198042237966,33,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198042022468,220,76561198042022468,117,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198038398765,174,76561198038398765,1320,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198026599584,222,76561198026599584,1062,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,nazcawilde,134,76561198063474717,461,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,Ninjaawesomefuntime,378,76561197999532036,523,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,SmithRamone,243,76561198042187538,278,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198070090079,123,76561198070090079,101,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,Ppkdoevil,102,76561198030159533,1344,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,Ppkdoevil,102,76561198030159533,1344,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,Ppkdoevil,102,76561198030159533,1344,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,Ppkdoevil,102,76561198030159533,1344,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,mopoops,103,76561198098419496,1023,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198094936736,124,76561198094936736,265,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198036524567,144,76561198036524567,101,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,Shemhamphorasch,78,76561198031010329,187,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,el-Gusto,213,76561198069320423,407,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,skotavus,1120,76561197994367028,42,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,jellysama,52,76561198038099679,618,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198065863302,93,76561198065863302,0,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198022552926,285,76561198022552926,70,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198054199777,84,76561198054199777,541,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,H-O-B-O,88,76561198007463920,35,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198054627970,333,76561198054627970,367,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,trevortheFox,81,76561198092968810,296,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,WarEagle247,138,76561198046583586,31,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,mikeytyson,335,76561198090091681,0,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,AdonSinky,53,76561198061175850,0,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198079529917,122,76561198079529917,227,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198041284313,353,76561198041284313,146,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198070899741,72,76561198070899741,179,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,aushtin,152,76561198048071206,944,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,saintfox,314,76561198048188578,70,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,Videogamedunderly,110,76561198068567051,222,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198100665500,31,76561198100665500,0,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198044060397,251,76561198044060397,334,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,GAMESNIPERSTUDIOS,83,76561198071681706,767,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,momsspaghetti313,216,76561198044117893,93,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,fanofreeman,38,76561198036567967,453,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,mr_cat,216,76561198045318886,384,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,rimisaccount,152,76561198065451459,43,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198058251735,74,76561198058251735,723,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198073418523,183,76561198073418523,9,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198059589725,97,76561198059589725,192,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,amarethepegasus,190,76561198049612544,139,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198065247420,165,76561198065247420,28,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,Reggit,212,76561198001760863,80,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,argentinasaurus,78,76561198095918950,181,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,Kuledude28,99,76561198086526864,1210,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,BADDDDGER,133,76561198081716006,499,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,BagGoneWrongGoneSexual,38,76561198095217150,265,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,GoodOldJacob,517,76561198042120945,220,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198069400532,43,76561198069400532,617,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198046020863,43,76561198046020863,260,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,mini_guy1,64,76561198071042350,335,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,suk_my_dik,51,76561198066104856,5,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,thaSaltyestOfCaptains,242,76561198067771720,156,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198083390406,100,76561198083390406,952,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,CB0ng,50,76561198065381688,62,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198085916165,147,76561198085916165,65,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561197994404698,77,76561197994404698,1274,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,cloneninjalol,133,76561198063578348,10,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198096443555,112,76561198096443555,64,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,_fatlass_,132,76561198071330654,254,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,Meyjax,373,76561197992729547,517,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,kodiakbear52,228,76561198056094033,1012,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,PokeyStabbyThing,60,76561198079190107,77,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198068831727,211,76561198068831727,324,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198052266063,73,76561198052266063,1235,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198029595343,164,76561198029595343,52,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,catdownstairz,206,76561198044123709,0,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,DakiniBrave,273,76561198059034728,567,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,Dascuugen,409,76561198043206573,0,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,exploderguy,68,76561198069063361,20,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,denko1,126,76561198047923968,147,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198070174597,64,76561198070174597,46,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,kharr999,425,76561198050631144,35,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198045470612,77,76561198045470612,373,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,drunkchef,57,76561198072194204,391,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,min3man,43,76561198073442654,489,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,DusCrazyPerson,136,76561198077119864,121,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198064646436,67,76561198064646436,844,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198044052424,80,76561198044052424,532,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198062533699,92,76561198062533699,88,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,BitchIAmGod,23,76561198014374726,66,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198060177221,329,76561198060177221,17,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198069934081,42,76561198069934081,71,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198059167447,219,76561198059167447,1285,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,HNSNGIRAFFE,250,76561198049452334,954,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,serafiki,410,76561198013350920,0,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,PresidentialHomo,235,76561198087912023,5350,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561197991992793,25,76561197991992793,17,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,Grimsolo,256,76561198047912892,290,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,IamSytrix,196,76561198041059574,678,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,plebatron,435,76561198128120590,2649,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,bananaman69,286,76561198070346058,344,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,eyrie43,175,76561198041334255,226,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,uscarrierenterprise,56,76561198031157838,0,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,KassemZane,42,76561198107024044,104,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,Hykrai,146,76561198042064814,392,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,hyperFlOyDuS,137,76561198042809822,333,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,ohsotechnicolor,375,76561198066501468,0,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,bossetrongaming,29,76561198098811838,1210,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198066985093,72,76561198066985093,0,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198057637896,377,76561198057637896,622,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,Joshua12345195,86,76561198045351485,1625,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,imapiraet,191,76561198038006574,91,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198033134963,147,76561198033134963,29,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,BuzzyWuzzy,145,76561198056917555,1089,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,PsychoticRazor,253,76561198038602128,2,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,fartofsmellyness,126,76561198088515372,555,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198045345375,68,76561198045345375,430,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,Rotinaj,174,76561197984393215,2,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198086200117,47,76561198086200117,341,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,livaris,158,76561198005311788,147,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,livaris,158,76561198005311788,147,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,livaris,158,76561198005311788,147,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,livaris,158,76561198005311788,147,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198067582240,225,76561198067582240,1100,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,MacGregorr,205,76561198000248057,1044,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,MacGregorr,205,76561198000248057,1044,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,MacGregorr,205,76561198000248057,1044,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,MacGregorr,205,76561198000248057,1044,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198081787220,63,76561198081787220,0,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,Lachie42,141,76561198013760002,14,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,76561198058727529,69,76561198058727529,0,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,alec12734,126,76561198067819603,40,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,MazzCro,82,76561198127618506,2281,0
Half-Life,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998,mcharty,169,76561198079368486,161,0
